,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
1028,"If Starfleet cannot accept that small weakness, then we will be forced, unhappily, to seek an alliance with someone like the Ferengi, or...",PICARD,1.0,102.txt,"['If', 'Starfleet', 'cannot', 'accept', 'small', 'weakness', 'forced', 'unhappily', 'seek', 'alliance', 'someone', 'like', 'Ferengi']","['If', 'Starfleet', 'cannot', 'accept', 'small', 'weak', 'forc', 'unhappili', 'seek', 'allianc', 'someon', 'like', 'Ferengi']","['If', 'Starfleet', 'cannot', 'accept', 'small', 'weak', 'forc', 'unhappili', 'seek', 'allianc', 'someon', 'like', 'Ferengi']",13.0,0.4063
1029,Zorn interrupted by a small coming from Troi.,PICARD,1.0,102.txt,"['Zorn', 'interrupted', 'small', 'coming', 'Troi']","['Zorn', 'interrupt', 'small', 'come', 'Troi']","['Zorn', 'interrupt', 'small', 'come', 'Troi']",5.0,-0.34
1030,Her eyes are now closed over a strong distress she's sensing As appropriate.,PICARD,1.0,102.txt,"['Her', 'eyes', 'closed', 'strong', 'distress', 'shes', 'sensing', 'As', 'appropriate']","['Her', 'eye', 'close', 'strong', 'distress', 'she', 'sens', 'As', 'appropri']","['Her', 'eye', 'close', 'strong', 'distress', 'she', 'sen', 'As', 'appropri']",9.0,-0.0258
1031,Counselor...,PICARD,1.0,102.txt,['Counselor'],['Counselor'],['Counselor'],1.0,0.0
1032,?,PICARD,1.0,102.txt,[],[],[],0.0,0.0
1033,What is it?,PICARD,1.0,102.txt,['What'],['What'],['What'],1.0,0.0
1034,"(glancing toward Zorn) Do you want it described here, sir?",TROI,1.0,102.txt,"['glancing', 'toward', 'Zorn', 'Do', 'want', 'described', 'sir']","['glanc', 'toward', 'Zorn', 'Do', 'want', 'describ', 'sir']","['glanc', 'toward', 'Zorn', 'Do', 'want', 'describ', 'sir']",7.0,0.0772
1035,Yes!,PICARD,1.0,102.txt,['Yes'],['Ye'],['Ye'],1.0,0.0
1036,No secrets here if we're all to be friends.,PICARD,1.0,102.txt,"['No', 'secrets', 'friends']","['No', 'secret', 'friend']","['No', 'secret', 'friend']",3.0,0.25
1037,"(to Zorn) Agreed, Groppler?",PICARD,1.0,102.txt,"['Zorn', 'Agreed', 'Groppler']","['Zorn', 'Agre', 'Groppler']","['Zorn', 'Agre', 'Groppler']",3.0,0.0
1038,"We ourselves have nothing to hide, but.. (another grimacing) Pain...","ZORN CONTINUED: TROI GROAN,",1.0,102.txt,"['We', 'nothing', 'hide', 'another', 'grimacing', 'Pain']","['We', 'noth', 'hide', 'anoth', 'grimac', 'Pain']","['We', 'noth', 'hide', 'anoth', 'grimac', 'Pain']",6.0,-0.6124
1039,"pain, loneliness, terrible loneliness, despair...","ZORN CONTINUED: TROI GROAN,",1.0,102.txt,"['pain', 'loneliness', 'terrible', 'loneliness', 'despair']","['pain', 'loneli', 'terribl', 'loneli', 'despair']","['pain', 'loneli', 'terribl', 'loneli', 'despair']",5.0,-0.6808
1040,"(indicates Zorn) I'm not sensing him, sir.","ZORN CONTINUED: TROI GROAN,",1.0,102.txt,"['indicates', 'Zorn', 'Im', 'sensing', 'sir']","['indic', 'Zorn', 'Im', 'sens', 'sir']","['indic', 'Zorn', 'Im', 'sen', 'sir']",5.0,0.0
1041,Or any of his people...,"ZORN CONTINUED: TROI GROAN,",1.0,102.txt,"['Or', 'people']","['Or', 'peopl']","['Or', 'peopl']",2.0,0.0
1042,but it's something very close to this location.,"ZORN CONTINUED: TROI GROAN,",1.0,102.txt,"['something', 'close', 'location']","['someth', 'close', 'locat']","['someth', 'close', 'locat']",3.0,0.0
1043,"(to Zorn, demandingly) The source of this?",PICARD,1.0,102.txt,"['Zorn', 'demandingly', 'The', 'source']","['Zorn', 'demandingli', 'The', 'sourc']","['Zorn', 'demandingli', 'The', 'sourc']",4.0,0.0
1044,Do you have any idea?,PICARD,1.0,102.txt,"['Do', 'idea']","['Do', 'idea']","['Do', 'idea']",2.0,0.0
1045,No!,ZORN,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1046,"(stands) No, absolutely not.",ZORN,1.0,102.txt,"['stands', 'No', 'absolutely']","['stand', 'No', 'absolut']","['stand', 'No', 'absolut']",3.0,-0.296
1047,And find nothing helpful or productive in any of this!,ZORN,1.0,102.txt,"['And', 'find', 'nothing', 'helpful', 'productive']","['And', 'find', 'noth', 'help', 'product']","['And', 'find', 'noth', 'help', 'product']",5.0,0.4019
1048,"(stands, to Zorn) That's it?",PICARD,1.0,102.txt,"['stands', 'Zorn', 'Thats']","['stand', 'Zorn', 'That']","['stand', 'Zorn', 'That']",3.0,0.0
1049,No other comment?,PICARD,1.0,102.txt,"['No', 'comment']","['No', 'comment']","['No', 'comment']",2.0,-0.296
1050,What do you expect form us?,ZORN,1.0,102.txt,"['What', 'expect', 'form', 'us']","['What', 'expect', 'form', 'us']","['What', 'expect', 'form', 'u']",4.0,0.0
1051,"We offer a base designed to your needs, luxurious even by human standards...",ZORN,1.0,102.txt,"['We', 'offer', 'base', 'designed', 'needs', 'luxurious', 'even', 'human', 'standards']","['We', 'offer', 'base', 'design', 'need', 'luxuri', 'even', 'human', 'standard']","['We', 'offer', 'base', 'design', 'need', 'luxuri', 'even', 'human', 'standard']",9.0,0.0
1052,Riker and Troi come to their feet too as Picard interrupts.,ZORN,1.0,102.txt,"['Riker', 'Troi', 'come', 'feet', 'Picard', 'interrupts']","['Riker', 'Troi', 'come', 'feet', 'Picard', 'interrupt']","['Riker', 'Troi', 'come', 'foot', 'Picard', 'interrupt']",6.0,-0.34
1053,...,PICARD,1.0,102.txt,[],[],[],0.0,0.0
1054,while refusing to answer even our simplest questions about it.,PICARD,1.0,102.txt,"['refusing', 'answer', 'even', 'simplest', 'questions']","['refus', 'answer', 'even', 'simplest', 'question']","['refus', 'answer', 'even', 'simplest', 'question']",5.0,0.0
1055,(to Riker) We'll adjourn for now...,PICARD,1.0,102.txt,"['Riker', 'Well', 'adjourn']","['Riker', 'Well', 'adjourn']","['Riker', 'Well', 'adjourn']",3.0,0.2732
1056,(to Zorn) ...,PICARD,1.0,102.txt,['Zorn'],['Zorn'],['Zorn'],1.0,0.0
1057,while we all reconsider our positions.,PICARD,1.0,102.txt,"['reconsider', 'positions']","['reconsid', 'posit']","['reconsid', 'posit']",2.0,0.0
1058,The three toward the exit.,PICARD,1.0,102.txt,"['The', 'three', 'toward', 'exit']","['The', 'three', 'toward', 'exit']","['The', 'three', 'toward', 'exit']",4.0,0.0
1059,"Captain, the Ferengi would be very interested in a base like this.",ZORN,1.0,102.txt,"['Captain', 'Ferengi', 'would', 'interested', 'base', 'like']","['Captain', 'Ferengi', 'would', 'interest', 'base', 'like']","['Captain', 'Ferengi', 'would', 'interest', 'base', 'like']",6.0,0.6705
1060,Fine.,PICARD,1.0,102.txt,['Fine'],['Fine'],['Fine'],1.0,0.2023
1061,hope they find you as tasty as their other past associates.,,1.0,102.txt,"['hope', 'find', 'tasty', 'past', 'associates']","['hope', 'find', 'tasti', 'past', 'associ']","['hope', 'find', 'tasti', 'past', 'associ']",5.0,0.4404
1062,Picard and his people,,1.0,102.txt,"['Picard', 'people']","['Picard', 'peopl']","['Picard', 'peopl']",2.0,0.0
1063,The,SPACE (OPTICAL) U.S.S.,1.0,102.txt,['The'],['The'],['The'],1.0,0.0
1064,Enterprise still in orbit over Cygnus,SPACE (OPTICAL) U.S.S.,1.0,102.txt,"['Enterprise', 'still', 'orbit', 'Cygnus']","['Enterpris', 'still', 'orbit', 'Cygnu']","['Enterpris', 'still', 'orbit', 'Cygnu']",4.0,0.0
1065,Riker moving as if seeking someone.,HOLODECK CORRIDOR,1.0,102.txt,"['Riker', 'moving', 'seeking', 'someone']","['Riker', 'move', 'seek', 'someon']","['Riker', 'move', 'seek', 'someon']",4.0,0.0
1066,He intercepts a who is passing and the junior officer sees Riker's emblem of rank and snaps to attention.,HOLODECK CORRIDOR,1.0,102.txt,"['He', 'intercepts', 'passing', 'junior', 'officer', 'sees', 'Rikers', 'emblem', 'rank', 'snaps', 'attention']","['He', 'intercept', 'pass', 'junior', 'offic', 'see', 'Riker', 'emblem', 'rank', 'snap', 'attent']","['He', 'intercept', 'pas', 'junior', 'offic', 'see', 'Riker', 'emblem', 'rank', 'snap', 'attent']",11.0,0.0
1067,"Ensign, can you help me find Commander Data?",RIKER,1.0,102.txt,"['Ensign', 'help', 'find', 'Commander', 'Data']","['Ensign', 'help', 'find', 'Command', 'Data']","['Ensign', 'help', 'find', 'Command', 'Data']",5.0,0.4019
1068,was told he's somewhere on this deck.,,1.0,102.txt,"['told', 'hes', 'somewhere', 'deck']","['told', 'he', 'somewher', 'deck']","['told', 'he', 'somewher', 'deck']",4.0,0.0
1069,"This way, sir As the Ensign steps to a black surface of the corridor wall.",YOUNG ENSIGN ANGLE AT CORRIDOR WALL,1.0,102.txt,"['This', 'way', 'sir', 'As', 'Ensign', 'steps', 'black', 'surface', 'corridor', 'wall']","['Thi', 'way', 'sir', 'As', 'Ensign', 'step', 'black', 'surfac', 'corridor', 'wall']","['Thi', 'way', 'sir', 'As', 'Ensign', 'step', 'black', 'surfac', 'corridor', 'wall']",10.0,0.0
1070,"You must be new to these galaxy class starships, sir.",YOUNG ENSIGN,1.0,102.txt,"['You', 'must', 'new', 'galaxy', 'class', 'starships', 'sir']","['You', 'must', 'new', 'galaxi', 'class', 'starship', 'sir']","['You', 'must', 'new', 'galaxi', 'class', 'starship', 'sir']",7.0,0.0
1071,"(puts hand on the black surface, saying) Tell me the location of Commander Data.",YOUNG ENSIGN,1.0,102.txt,"['puts', 'hand', 'black', 'surface', 'saying', 'Tell', 'location', 'Commander', 'Data']","['put', 'hand', 'black', 'surfac', 'say', 'Tell', 'locat', 'Command', 'Data']","['put', 'hand', 'black', 'surfac', 'say', 'Tell', 'locat', 'Command', 'Data']",9.0,0.4939
1072,"At the touch and the words ""Tell me"" the black surface comes alive with light patterns showing appropriate information.",YOUNG ENSIGN,1.0,102.txt,"['At', 'touch', 'words', 'Tell', 'black', 'surface', 'comes', 'alive', 'light', 'patterns', 'showing', 'appropriate', 'information']","['At', 'touch', 'word', 'Tell', 'black', 'surfac', 'come', 'aliv', 'light', 'pattern', 'show', 'appropri', 'inform']","['At', 'touch', 'word', 'Tell', 'black', 'surfac', 'come', 'aliv', 'light', 'pattern', 'show', 'appropri', 'inform']",13.0,0.0
1073,Lieutenant Commander Data...,COMPUTER VOICE,1.0,102.txt,"['Lieutenant', 'Commander', 'Data']","['Lieuten', 'Command', 'Data']","['Lieuten', 'Command', 'Data']",3.0,0.0
1074,now located in Holodeck area,COMPUTER VOICE,1.0,102.txt,"['located', 'Holodeck', 'area']","['locat', 'Holodeck', 'area']","['locat', 'Holodeck', 'area']",3.0,0.0
1075,"(indicating readout) And as you see, sir, it's pointing you that way.",YOUNG ENSIGN,1.0,102.txt,"['indicating', 'readout', 'And', 'see', 'sir', 'pointing', 'way']","['indic', 'readout', 'And', 'see', 'sir', 'point', 'way']","['indic', 'readout', 'And', 'see', 'sir', 'point', 'way']",7.0,0.0
1076,Go that way?,RIKER,1.0,102.txt,"['Go', 'way']","['Go', 'way']","['Go', 'way']",2.0,0.0
1077,How far?,RIKER,1.0,102.txt,"['How', 'far']","['How', 'far']","['How', 'far']",2.0,0.0
1078,"(smiles) You'll know, sir.",YOUNG ENSIGN,1.0,102.txt,"['smiles', 'Youll', 'know', 'sir']","['smile', 'Youll', 'know', 'sir']","['smile', 'Youll', 'know', 'sir']",4.0,0.3612
1079,"Riker a thanks, goes in the indicated direction Moving off in the indicated direction.",YOUNG ENSIGN,1.0,102.txt,"['Riker', 'thanks', 'goes', 'indicated', 'direction', 'Moving', 'indicated', 'direction']","['Riker', 'thank', 'goe', 'indic', 'direct', 'Move', 'indic', 'direct']","['Riker', 'thank', 'goe', 'indic', 'direct', 'Move', 'indic', 'direct']",8.0,0.3612
1080,Then the black surface there comes alive with a,YOUNG ENSIGN,1.0,102.txt,"['Then', 'black', 'surface', 'comes', 'alive']","['Then', 'black', 'surfac', 'come', 'aliv']","['Then', 'black', 'surfac', 'come', 'aliv']",5.0,0.0
1081,"This way, please.",COMPUTER VOICE,1.0,102.txt,"['This', 'way', 'please']","['Thi', 'way', 'pleas']","['Thi', 'way', 'plea']",3.0,0.0
1082,The next hatchway on your right.,COMPUTER VOICE,1.0,102.txt,"['The', 'next', 'hatchway', 'right']","['The', 'next', 'hatchway', 'right']","['The', 'next', 'hatchway', 'right']",4.0,0.0
1083,(responding automatically) Thank you...,RIKER,1.0,102.txt,"['responding', 'automatically', 'Thank']","['respond', 'automat', 'Thank']","['respond', 'automat', 'Thank']",3.0,0.3612
1084,"You're more than welcome, Commander Riker.",COMPUTER VOICE,1.0,102.txt,"['Youre', 'welcome', 'Commander', 'Riker']","['Your', 'welcom', 'Command', 'Riker']","['Your', 'welcom', 'Command', 'Riker']",4.0,0.0
1085,Which startles him a bit but he walks on and turns right at a sophisticated looking Holodeck Hatchway ,COMPUTER VOICE,1.0,102.txt,"['Which', 'startles', 'bit', 'walks', 'turns', 'right', 'sophisticated', 'looking', 'Holodeck', 'Hatchway']","['Which', 'startl', 'bit', 'walk', 'turn', 'right', 'sophist', 'look', 'Holodeck', 'Hatchway']","['Which', 'startl', 'bit', 'walk', 'turn', 'right', 'sophist', 'look', 'Holodeck', 'Hatchway']",10.0,0.0
1086,"The Parkland hidden at this moment by a which, when the hatch is opened, will",PARKLAND WILD SECTION OF CORRIDOR WALL AND HATCHWAY REVEAL PARKLAND.,1.0,102.txt,"['The', 'Parkland', 'hidden', 'moment', 'hatch', 'opened']","['The', 'Parkland', 'hidden', 'moment', 'hatch', 'open']","['The', 'Parkland', 'hidden', 'moment', 'hatch', 'open']",6.0,0.0
1087,"(continuing without delay) And if you care to enter, Commander...",COMPUTER VOICE,1.0,102.txt,"['continuing', 'without', 'delay', 'And', 'care', 'enter', 'Commander']","['continu', 'without', 'delay', 'And', 'care', 'enter', 'Command']","['continu', 'without', 'delay', 'And', 'care', 'enter', 'Command']",7.0,-0.1695
1088,(snaps; interrupting) do.,RIKER,1.0,102.txt,"['snaps', 'interrupting']","['snap', 'interrupt']","['snap', 'interrupt']",2.0,-0.34
1089,"Immediately, the hatch slides open and we",RIKER,1.0,102.txt,"['Immediately', 'hatch', 'slides', 'open']","['Immedi', 'hatch', 'slide', 'open']","['Immedi', 'hatch', 'slide', 'open']",4.0,0.0
1090,"It looks (and is) real, including land contours, trees, and even a small stream nearby.",RIKER,1.0,102.txt,"['It', 'looks', 'real', 'including', 'land', 'contours', 'trees', 'even', 'small', 'stream', 'nearby']","['It', 'look', 'real', 'includ', 'land', 'contour', 'tree', 'even', 'small', 'stream', 'nearbi']","['It', 'look', 'real', 'includ', 'land', 'contour', 'tree', 'even', 'small', 'stream', 'nearbi']",11.0,0.0
1091,"Beyond that the Parkland stretches off for what appears to be miles and miles away to the horizon As Riker through it and stands inspecting the Parkland scene with genuine appreciation and then but doing it rather badly and laboriously As he seeking the source of the which will begin to grow now As Riker crosses, stepping from rock to rock.",RIKER,1.0,102.txt,"['Beyond', 'Parkland', 'stretches', 'appears', 'miles', 'miles', 'away', 'horizon', 'As', 'Riker', 'stands', 'inspecting', 'Parkland', 'scene', 'genuine', 'appreciation', 'rather', 'badly', 'laboriously', 'As', 'seeking', 'source', 'begin', 'grow', 'As', 'Riker', 'crosses', 'stepping', 'rock', 'rock']","['Beyond', 'Parkland', 'stretch', 'appear', 'mile', 'mile', 'away', 'horizon', 'As', 'Riker', 'stand', 'inspect', 'Parkland', 'scene', 'genuin', 'appreci', 'rather', 'badli', 'labori', 'As', 'seek', 'sourc', 'begin', 'grow', 'As', 'Riker', 'cross', 'step', 'rock', 'rock']","['Beyond', 'Parkland', 'stretch', 'appear', 'mile', 'mile', 'away', 'horizon', 'As', 'Riker', 'stand', 'inspect', 'Parkland', 'scene', 'genuin', 'appreci', 'rather', 'badli', 'labori', 'As', 'seek', 'sourc', 'begin', 'grow', 'As', 'Riker', 'cross', 'step', 'rock', 'rock']",30.0,0.0
1092,"He makes a misstep, almost falls, then recovers and gets across.",RIKER,1.0,102.txt,"['He', 'makes', 'misstep', 'almost', 'falls', 'recovers', 'gets', 'across']","['He', 'make', 'misstep', 'almost', 'fall', 'recov', 'get', 'across']","['He', 'make', 'misstep', 'almost', 'fall', 'recov', 'get', 'across']",8.0,0.0
1093,"He looks back at the stone which caused it As he walks, the is nearby now.",RIKER,1.0,102.txt,"['He', 'looks', 'back', 'stone', 'caused', 'As', 'walks', 'nearby']","['He', 'look', 'back', 'stone', 'caus', 'As', 'walk', 'nearbi']","['He', 'look', 'back', 'stone', 'caus', 'As', 'walk', 'nearbi']",8.0,0.0
1094,"He stops, calls: Hello!",RIKER,1.0,102.txt,"['He', 'stops', 'calls', 'Hello']","['He', 'stop', 'call', 'Hello']","['He', 'stop', 'call', 'Hello']",4.0,-0.296
1095,"The has continued without pause, Riker cocks his ear, corrects his direction slightly ",RIKER,1.0,102.txt,"['The', 'continued', 'without', 'pause', 'Riker', 'cocks', 'ear', 'corrects', 'direction', 'slightly']","['The', 'continu', 'without', 'paus', 'Riker', 'cock', 'ear', 'correct', 'direct', 'slightli']","['The', 'continu', 'without', 'paus', 'Riker', 'cock', 'ear', 'correct', 'direct', 'slightli']",10.0,0.1139
1096,"Riker through shrubbery, sees something and stops Lying there, cushioned by deep grass.",WOODLAND GLEN ENTERS SHOT ANGLE ON DATA,1.0,102.txt,"['Riker', 'shrubbery', 'sees', 'something', 'stops', 'Lying', 'cushioned', 'deep', 'grass']","['Riker', 'shrubberi', 'see', 'someth', 'stop', 'Lie', 'cushion', 'deep', 'grass']","['Riker', 'shrubberi', 'see', 'someth', 'stop', 'Lie', 'cushion', 'deep', 'grass']",9.0,-0.296
1097,"He's totally absorbed in certain melody notes he's attempting and keeps missing Moving onto where he stops, and the same melody, hitting the correct notes.",WOODLAND GLEN ENTERS SHOT ANGLE ON DATA,1.0,102.txt,"['Hes', 'totally', 'absorbed', 'certain', 'melody', 'notes', 'hes', 'attempting', 'keeps', 'missing', 'Moving', 'onto', 'stops', 'melody', 'hitting', 'correct', 'notes']","['He', 'total', 'absorb', 'certain', 'melodi', 'note', 'he', 'attempt', 'keep', 'miss', 'Move', 'onto', 'stop', 'melodi', 'hit', 'correct', 'note']","['He', 'total', 'absorb', 'certain', 'melodi', 'note', 'he', 'attempt', 'keep', 'miss', 'Move', 'onto', 'stop', 'melodi', 'hit', 'correct', 'note']",17.0,-0.1779
1098,"startled Data looks up blankly, then comes quickly to his feet, but Riker waves him back down, sits beside him.",A,1.0,102.txt,"['startled', 'Data', 'looks', 'blankly', 'comes', 'quickly', 'feet', 'Riker', 'waves', 'back', 'sits', 'beside']","['startl', 'Data', 'look', 'blankli', 'come', 'quickli', 'feet', 'Riker', 'wave', 'back', 'sit', 'besid']","['startl', 'Data', 'look', 'blankli', 'come', 'quickli', 'foot', 'Riker', 'wave', 'back', 'sit', 'besid']",12.0,0.0
1099,"Marvelous how easily humans do that, sir.",DATA,1.0,102.txt,"['Marvelous', 'easily', 'humans', 'sir']","['Marvel', 'easili', 'human', 'sir']","['Marvel', 'easili', 'human', 'sir']",4.0,0.4215
1100,still need much practice.,,1.0,102.txt,"['still', 'need', 'much', 'practice']","['still', 'need', 'much', 'practic']","['still', 'need', 'much', 'practic']",4.0,0.0
1101,"Riker, acting uncomfortable, avoids the subject.",,1.0,102.txt,"['Riker', 'acting', 'uncomfortable', 'avoids', 'subject']","['Riker', 'act', 'uncomfort', 'avoid', 'subject']","['Riker', 'act', 'uncomfort', 'avoid', 'subject']",5.0,-0.296
1102,"He hesitates, then: There are some puzzles down on the planet that Captain Picard wants answered.",,1.0,102.txt,"['He', 'hesitates', 'There', 'puzzles', 'planet', 'Captain', 'Picard', 'wants', 'answered']","['He', 'hesit', 'There', 'puzzl', 'planet', 'Captain', 'Picard', 'want', 'answer']","['He', 'hesit', 'There', 'puzzl', 'planet', 'Captain', 'Picard', 'want', 'answer']",9.0,0.0772
1103,"He suggests put you on the away team I'll be using shall endeavor to give satisfaction, sir.",,1.0,102.txt,"['He', 'suggests', 'put', 'away', 'team', 'Ill', 'using', 'shall', 'endeavor', 'give', 'satisfaction', 'sir']","['He', 'suggest', 'put', 'away', 'team', 'Ill', 'use', 'shall', 'endeavor', 'give', 'satisfact', 'sir']","['He', 'suggest', 'put', 'away', 'team', 'Ill', 'use', 'shall', 'endeavor', 'give', 'satisfact', 'sir']",12.0,-0.4215
1104,"Riker hesitates, wanting to say something but not sure how to begin.",,1.0,102.txt,"['Riker', 'hesitates', 'wanting', 'say', 'something', 'sure', 'begin']","['Riker', 'hesit', 'want', 'say', 'someth', 'sure', 'begin']","['Riker', 'hesit', 'want', 'say', 'someth', 'sure', 'begin']",7.0,0.3818
1105,"Uh, yes.",RIKER,1.0,102.txt,"['Uh', 'yes']","['Uh', 'ye']","['Uh', 'ye']",2.0,0.0
1106,"And when the captain suggested you uh, looked up your record...",RIKER,1.0,102.txt,"['And', 'captain', 'suggested', 'uh', 'looked', 'record']","['And', 'captain', 'suggest', 'uh', 'look', 'record']","['And', 'captain', 'suggest', 'uh', 'look', 'record']",6.0,0.0
1107,"(hesitates) Yes sir, a wise procedure always.",RIKER,1.0,102.txt,"['hesitates', 'Yes', 'sir', 'wise', 'procedure', 'always']","['hesit', 'Ye', 'sir', 'wise', 'procedur', 'alway']","['hesit', 'Ye', 'sir', 'wise', 'procedur', 'alway']",6.0,0.4767
1108,"Your rank of lieutenant commander, assume now must be honorary.",RIKER,1.0,102.txt,"['Your', 'rank', 'lieutenant', 'commander', 'assume', 'must', 'honorary']","['Your', 'rank', 'lieuten', 'command', 'assum', 'must', 'honorari']","['Your', 'rank', 'lieuten', 'command', 'assum', 'must', 'honorari']",7.0,0.0
1109,"No, sir.",DATA,1.0,102.txt,"['No', 'sir']","['No', 'sir']","['No', 'sir']",2.0,-0.296
1110,Starfleet Class of   honors in quantum mathematics and exobiology.,DATA,1.0,102.txt,"['Starfleet', 'Class', 'honors', 'quantum', 'mathematics', 'exobiology']","['Starfleet', 'Class', 'honor', 'quantum', 'mathemat', 'exobiolog']","['Starfleet', 'Class', 'honor', 'quantum', 'mathemat', 'exobiolog']",6.0,0.4939
1111,But your files...,RIKER,1.0,102.txt,"['But', 'files']","['But', 'file']","['But', 'file']",2.0,0.0
1112,they say you're a...,RIKER,1.0,102.txt,"['say', 'youre']","['say', 'your']","['say', 'your']",2.0,0.0
1113,"(waits, then) Machine?",DATA,1.0,102.txt,"['waits', 'Machine']","['wait', 'Machin']","['wait', 'Machin']",2.0,0.0
1114,"Correct, sir.",DATA,1.0,102.txt,"['Correct', 'sir']","['Correct', 'sir']","['Correct', 'sir']",2.0,0.0
1115,Does that trouble you?,DATA,1.0,102.txt,"['Does', 'trouble']","['Doe', 'troubl']","['Doe', 'troubl']",2.0,0.0
1116,(hesitates) To be honest...,RIKER,1.0,102.txt,"['hesitates', 'To', 'honest']","['hesit', 'To', 'honest']","['hesit', 'To', 'honest']",3.0,0.5106
1117,"yes, a little.",RIKER,1.0,102.txt,"['yes', 'little']","['ye', 'littl']","['ye', 'littl']",2.0,0.0
1118,"Understood, sir.",DATA,1.0,102.txt,"['Understood', 'sir']","['Understood', 'sir']","['Understood', 'sir']",2.0,0.0
1119,Prejudice is very human.,DATA,1.0,102.txt,"['Prejudice', 'human']","['Prejudic', 'human']","['Prejudic', 'human']",2.0,0.0
1120,Now that troubles me.,RIKER,1.0,102.txt,"['Now', 'troubles']","['Now', 'troubl']","['Now', 'troubl']",2.0,0.0
1121,Do you consider yourself superior to us?,RIKER,1.0,102.txt,"['Do', 'consider', 'superior', 'us']","['Do', 'consid', 'superior', 'us']","['Do', 'consid', 'superior', 'u']",4.0,0.5423
1122,am superior in many ways.,DATA,1.0,102.txt,"['superior', 'many', 'ways']","['superior', 'mani', 'way']","['superior', 'mani', 'way']",3.0,0.5423
1123,But would gladly give it up to be human.,DATA,1.0,102.txt,"['But', 'would', 'gladly', 'give', 'human']","['But', 'would', 'gladli', 'give', 'human']","['But', 'would', 'gladli', 'give', 'human']",5.0,0.0
1124,"(studies Data, then) Nice to meet you, Pinocchio (2) Data seems confused by this.",RIKER CONTINUED:,1.0,102.txt,"['studies', 'Data', 'Nice', 'meet', 'Pinocchio', '2', 'Data', 'seems', 'confused']","['studi', 'Data', 'Nice', 'meet', 'Pinocchio', '2', 'Data', 'seem', 'confus']","['studi', 'Data', 'Nice', 'meet', 'Pinocchio', '2', 'Data', 'seem', 'confus']",9.0,0.4215
1125,(continuing; explains) joke.,RIKER A,1.0,102.txt,"['continuing', 'explains', 'joke']","['continu', 'explain', 'joke']","['continu', 'explain', 'joke']",3.0,0.296
1126,(straightfaced) Ah!,DATA,1.0,102.txt,"['straightfaced', 'Ah']","['straightfac', 'Ah']","['straightfac', 'Ah']",2.0,0.0
1127,Intriguing.,DATA,1.0,102.txt,['Intriguing'],['Intrigu'],['Intrigu'],1.0,0.0
1128,"(big grin) You're going to be an interesting companion, Mister Data.",RIKER,1.0,102.txt,"['big', 'grin', 'Youre', 'going', 'interesting', 'companion', 'Mister', 'Data']","['big', 'grin', 'Your', 'go', 'interest', 'companion', 'Mister', 'Data']","['big', 'grin', 'Your', 'go', 'interest', 'companion', 'Mister', 'Data']",8.0,0.7269
1129,,FADE OUT.,1.0,102.txt,[],[],[],0.0,0.0
1130,,PART SEVEN FADE IN:141 EXT.,1.0,102.txt,[],[],[],0.0,0.0
1131,"We (Wesley) and Riker gets to his feet, looks off in that direction.",PARKLAND RIKER AND DATA HEAR A VOICE,1.0,102.txt,"['We', 'Wesley', 'Riker', 'gets', 'feet', 'looks', 'direction']","['We', 'Wesley', 'Riker', 'get', 'feet', 'look', 'direct']","['We', 'Wesley', 'Riker', 'get', 'foot', 'look', 'direct']",7.0,0.0
1132,"This pattern is quite popular, sir.",DATA,1.0,102.txt,"['This', 'pattern', 'quite', 'popular', 'sir']","['Thi', 'pattern', 'quit', 'popular', 'sir']","['Thi', 'pattern', 'quit', 'popular', 'sir']",5.0,0.4215
1133,"Perhaps because it duplicates Earth so well, Coming here, (apologetically) makes me feel as if I'm human too.",DATA,1.0,102.txt,"['Perhaps', 'duplicates', 'Earth', 'well', 'Coming', 'apologetically', 'makes', 'feel', 'Im', 'human']","['Perhap', 'duplic', 'Earth', 'well', 'Come', 'apologet', 'make', 'feel', 'Im', 'human']","['Perhap', 'duplic', 'Earth', 'well', 'Come', 'apologet', 'make', 'feel', 'Im', 'human']",10.0,0.2732
1134,(taking it all in) didn't believe these could be so real.,RIKER,1.0,102.txt,"['taking', 'didnt', 'believe', 'could', 'real']","['take', 'didnt', 'believ', 'could', 'real']","['take', 'didnt', 'believ', 'could', 'real']",5.0,0.0
1135,"Much of it is real, sir.",DATA,1.0,102.txt,"['Much', 'real', 'sir']","['Much', 'real', 'sir']","['Much', 'real', 'sir']",3.0,0.0
1136,"If the transporters can convert our bodies to an energy beam, then back to the original pattern again...",DATA,1.0,102.txt,"['If', 'transporters', 'convert', 'bodies', 'energy', 'beam', 'back', 'original', 'pattern']","['If', 'transport', 'convert', 'bodi', 'energi', 'beam', 'back', 'origin', 'pattern']","['If', 'transport', 'convert', 'bodi', 'energi', 'beam', 'back', 'origin', 'pattern']",9.0,0.0
1137,"Yes, of course.",RIKER,1.0,102.txt,"['Yes', 'course']","['Ye', 'cours']","['Ye', 'cours']",2.0,0.0
1138,(indicates) And all these have much simpler patterns ,RIKER,1.0,102.txt,"['indicates', 'And', 'much', 'simpler', 'patterns']","['indic', 'And', 'much', 'simpler', 'pattern']","['indic', 'And', 'much', 'simpler', 'pattern']",5.0,0.0
